Periodo,Entidad_Federativa,Sexo,Grupo_edad,Actividad_economica,Numero_personas
20210301,Hidalgo,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",8858
20210301,Hidalgo,Mujer,45 A 64 AÑOS,Servicios Diversos,25634
20210301,Hidalgo,Hombre,15 A 24 AÑOS,Comercio,20277
20210301,Hidalgo,Hombre,65 AÑOS Y MAS,Industria Extractiva y de la Electricidad,180
20210301,Hidalgo,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",227
20210301,Hidalgo,Mujer,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,7088
20210301,Hidalgo,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,19121
20210301,Hidalgo,Mujer,65 AÑOS Y MAS,Industria Manufacturera,2470
20210301,Hidalgo,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,7474
20210301,Hidalgo,Hombre,25 A 44 AÑOS,Servicios Diversos,18483
20210301,Hidalgo,Hombre,45 A 64 AÑOS,Industria Manufacturera,39608
20210301,Hidalgo,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",20257
20210301,Hidalgo,Mujer,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,300
20210301,Hidalgo,Mujer,65 AÑOS Y MAS,Servicios Sociales,1059
20210301,Hidalgo,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,6355
20210301,Hidalgo,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,4108
20210301,Hidalgo,Mujer,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",2130
20210301,Hidalgo,Mujer,45 A 64 AÑOS,Construcción,949
20210301,Hidalgo,Mujer,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,510
20210301,Hidalgo,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",1194
20210301,Hidalgo,Mujer,25 A 44 AÑOS,Servicios Sociales,38989
20210301,Hidalgo,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",46630
20210301,Hidalgo,Hombre,15 A 24 AÑOS,Servicios Diversos,11351
20210301,Hidalgo,Hombre,25 A 44 AÑOS,Industria Manufacturera,55427
20210301,Hidalgo,Hombre,45 A 64 AÑOS,Servicios Diversos,19364
20210301,Hidalgo,Mujer,15 A 24 AÑOS,Servicios Sociales,6075
20210301,Hidalgo,Mujer,45 A 64 AÑOS,Comercio,32023
20210301,Hidalgo,Mujer,45 A 64 AÑOS,Gobierno y Organismos Internacionales,6647
20210301,Hidalgo,Mujer,45 A 64 AÑOS,Servicios Sociales,22916
20210301,Hidalgo,Hombre,15 A 24 AÑOS,Servicios Sociales,2295
20210301,Hidalgo,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,95
20210301,Hidalgo,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",1981
20210301,Hidalgo,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",18825
20210301,Hidalgo,Hombre,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,2775
20210301,Hidalgo,Mujer,15 A 24 AÑOS,Servicios Diversos,6939
20210301,Hidalgo,Mujer,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,1152
20210301,Hidalgo,Hombre,25 A 44 AÑOS,Servicios Sociales,16052
20210301,Hidalgo,Hombre,45 A 64 AÑOS,Comercio,31464
20210301,Hidalgo,Hombre,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,1060
20210301,Hidalgo,Mujer,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",61
20210301,Hidalgo,Hombre,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",10611
20210301,Hidalgo,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",3216
20210301,Hidalgo,Hombre,65 AÑOS Y MAS,Servicios Diversos,3140
20210301,Hidalgo,Mujer,25 A 44 AÑOS,Industria Manufacturera,47607
20210301,Hidalgo,Mujer,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,16328
20210301,Hidalgo,Hombre,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,237
20210301,Hidalgo,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,4061
20210301,Hidalgo,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",3787
20210301,Hidalgo,Hombre,45 A 64 AÑOS,Construcción,44020
20210301,Hidalgo,Mujer,25 A 44 AÑOS,Servicios Diversos,31753
20210301,Hidalgo,Mujer,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",13606
20210301,Hidalgo,Mujer,65 AÑOS Y MAS,Servicios Diversos,1908
20210301,Hidalgo,Mujer,25 A 44 AÑOS,Comercio,56455
20210301,Hidalgo,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,181
20210301,Hidalgo,Mujer,45 A 64 AÑOS,Industria Manufacturera,27854
20210301,Jalisco,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,3179
20210301,Jalisco,Mujer,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,7474
20210301,Jalisco,Hombre,NO ESPECIFICADO,Construcción,826
20210301,Jalisco,Mujer,65 AÑOS Y MAS,Industria Manufacturera,1957
20210301,Jalisco,Mujer,NO ESPECIFICADO,"Servicios Profesionales, Financieros y Corporativos",826
20210301,Jalisco,Hombre,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",34108
20210301,Jalisco,Hombre,65 AÑOS Y MAS,Servicios Diversos,9610
20210301,Jalisco,Hombre,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",10937
20210301,Jalisco,Mujer,15 A 24 AÑOS,Servicios Sociales,16477
20210301,Jalisco,Mujer,25 A 44 AÑOS,Construcción,8770
20210301,Jalisco,Mujer,45 A 64 AÑOS,Construcción,2951
20210301,Jalisco,Mujer,45 A 64 AÑOS,Servicios Sociales,50371
20210301,Jalisco,Mujer,25 A 44 AÑOS,Industria Manufacturera,111951
20210301,Jalisco,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",16626
20210301,Jalisco,Hombre,25 A 44 AÑOS,Comercio,168337
20210301,Jalisco,Hombre,45 A 64 AÑOS,Servicios Sociales,32869
20210301,Jalisco,Mujer,25 A 44 AÑOS,Servicios Diversos,123680
20210301,Jalisco,Mujer,65 AÑOS Y MAS,Servicios Diversos,6842
20210301,Jalisco,Hombre,65 AÑOS Y MAS,Comercio,18025
20210301,Jalisco,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",9321
20210301,Jalisco,Hombre,15 A 24 AÑOS,Gobierno y Organismos Internacionales,3509
20210301,Jalisco,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",4939
20210301,Jalisco,Mujer,25 A 44 AÑOS,Comercio,183153
20210301,Jalisco,Hombre,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",45594
20210301,Jalisco,Mujer,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",5414
20210301,Jalisco,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",3847
20210301,Jalisco,Mujer,65 AÑOS Y MAS,Servicios Sociales,3517
20210301,Jalisco,Hombre,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,5306
20210301,Jalisco,Hombre,NO ESPECIFICADO,Servicios Diversos,500
20210301,Jalisco,Mujer,25 A 44 AÑOS,Servicios Sociales,135620
20210301,Jalisco,Mujer,45 A 64 AÑOS,Comercio,119673
20210301,Jalisco,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,61572
20210301,Jalisco,Mujer,NO ESPECIFICADO,Servicios Sociales,1372
20210301,Jalisco,Hombre,45 A 64 AÑOS,Construcción,97110
20210301,Jalisco,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,709
20210301,Jalisco,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,5766
20210301,Jalisco,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,788
20210301,Jalisco,Mujer,65 AÑOS Y MAS,Comercio,14461
20210301,Jalisco,Hombre,45 A 64 AÑOS,Industria Manufacturera,117149
20210301,Jalisco,Mujer,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",28233
20210301,Jalisco,Hombre,25 A 44 AÑOS,Industria Manufacturera,220594
20210301,Jalisco,Hombre,45 A 64 AÑOS,No Especificado,5790
20210301,Jalisco,Mujer,15 A 24 AÑOS,Servicios Diversos,23388
20210301,Jalisco,Hombre,15 A 24 AÑOS,Industria Extractiva y de la Electricidad,1329
20210301,Jalisco,Hombre,15 A 24 AÑOS,Servicios Diversos,29769
20210301,Jalisco,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",4447
20210301,Jalisco,Mujer,15 A 24 AÑOS,Industria Manufacturera,43691
20210301,Jalisco,Mujer,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",11529
20210301,Jalisco,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",20223
20210301,Jalisco,Hombre,25 A 44 AÑOS,Servicios Diversos,88463
20210301,Jalisco,Mujer,15 A 24 AÑOS,No Especificado,377
20210301,Jalisco,Mujer,15 A 24 AÑOS,Construcción,1589
20210301,Jalisco,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,49632
20210301,Jalisco,Mujer,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,33315
20210301,Jalisco,Hombre,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,26090
20210301,Jalisco,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",104064
20210301,Jalisco,Hombre,25 A 44 AÑOS,Construcción,146052
20210301,Jalisco,Mujer,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",3322
20210301,Jalisco,Hombre,15 A 24 AÑOS,Industria Manufacturera,113953
20210301,Jalisco,Hombre,25 A 44 AÑOS,Gobierno y Organismos Internacionales,32400
20210301,Jalisco,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",64249
20210301,Jalisco,Hombre,65 AÑOS Y MAS,Servicios Sociales,3469
20210301,Jalisco,Hombre,NO ESPECIFICADO,Comercio,1923
20210301,Jalisco,Mujer,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,449
20210301,Jalisco,Mujer,45 A 64 AÑOS,Servicios Diversos,81031
20210301,Jalisco,Mujer,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,2176
20210301,Jalisco,Hombre,15 A 24 AÑOS,No Especificado,5139
20210301,Jalisco,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",19213
20210301,Jalisco,Mujer,45 A 64 AÑOS,Industria Manufacturera,58144
20210301,Jalisco,Mujer,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",27446
20210301,Jalisco,Hombre,25 A 44 AÑOS,Servicios Sociales,57551
20210301,Jalisco,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,37977
20210301,Jalisco,Mujer,15 A 24 AÑOS,Comercio,86357
20210301,Jalisco,Mujer,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",83179
20210301,Jalisco,Hombre,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",52634
20210301,Jalisco,Hombre,65 AÑOS Y MAS,Industria Manufacturera,10948
20210301,Jalisco,Mujer,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,56181
20210301,Jalisco,Mujer,45 A 64 AÑOS,Gobierno y Organismos Internacionales,18495
20210301,Jalisco,Hombre,15 A 24 AÑOS,Comercio,72843
20210301,Jalisco,Hombre,15 A 24 AÑOS,Servicios Sociales,4408
20210301,Jalisco,Hombre,45 A 64 AÑOS,Comercio,129523
20210301,Jalisco,Hombre,45 A 64 AÑOS,Gobierno y Organismos Internacionales,28751
20210301,Jalisco,Hombre,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,7489
20210301,Jalisco,Mujer,NO ESPECIFICADO,Servicios Diversos,574
20210301,Jalisco,Hombre,NO ESPECIFICADO,Industria Manufacturera,1943
20210301,Jalisco,Hombre,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",74267
20210301,Jalisco,Hombre,45 A 64 AÑOS,Servicios Diversos,49604
20210301,Jalisco,Mujer,25 A 44 AÑOS,Gobierno y Organismos Internacionales,22946
20210301,Jalisco,Mujer,NO ESPECIFICADO,Comercio,906
20210301,Jalisco,Hombre,25 A 44 AÑOS,No Especificado,4207
20210301,Jalisco,Hombre,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",106336
20210301,Jalisco,Mujer,25 A 44 AÑOS,No Especificado,1170
20210301,Jalisco,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",447
20210301,Jalisco,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",48248
20210301,Jalisco,Hombre,15 A 24 AÑOS,Construcción,68595
20210301,Jalisco,Hombre,65 AÑOS Y MAS,Construcción,13392
20210301,Michoacán,Hombre,65 AÑOS Y MAS,Comercio,6445
20210301,Michoacán,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",2497
20210301,Michoacán,Mujer,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,35124
20210301,Michoacán,Mujer,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",3238
20210301,Michoacán,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",1821
20210301,Michoacán,Hombre,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,3405
20210301,Michoacán,Mujer,15 A 24 AÑOS,Industria Manufacturera,9372
20210301,Michoacán,Mujer,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",4772
20210301,Michoacán,Hombre,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",775
20210301,Michoacán,Hombre,65 AÑOS Y MAS,Industria Manufacturera,8661
20210301,Michoacán,Hombre,25 A 44 AÑOS,Industria Manufacturera,68184
20210301,Michoacán,Mujer,45 A 64 AÑOS,Servicios Sociales,29351
20210301,Michoacán,Mujer,65 AÑOS Y MAS,Servicios Diversos,6724
20210301,Michoacán,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",160
20210301,Michoacán,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",2481
20210301,Michoacán,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",26549
20210301,Michoacán,Hombre,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,4379
20210301,Michoacán,Hombre,25 A 44 AÑOS,Servicios Diversos,27741
20210301,Michoacán,Hombre,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",23080
20210301,Michoacán,Mujer,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",21215
20210301,Michoacán,Mujer,25 A 44 AÑOS,Construcción,1130
20210301,Michoacán,Hombre,45 A 64 AÑOS,Comercio,42513
20210301,Michoacán,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,7192
20210301,Michoacán,Hombre,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",46847
20210301,Michoacán,Mujer,25 A 44 AÑOS,Gobierno y Organismos Internacionales,17443
20210301,Michoacán,Mujer,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",22163
20210301,Michoacán,Mujer,45 A 64 AÑOS,Industria Manufacturera,25763
20210301,Michoacán,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,3383
20210301,Michoacán,Mujer,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,2366
20210301,Michoacán,Hombre,15 A 24 AÑOS,Servicios Diversos,11851
20210301,Michoacán,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,2018
20210301,Michoacán,Hombre,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",20622
20210301,Michoacán,Hombre,25 A 44 AÑOS,Comercio,98325
20210301,Michoacán,Hombre,45 A 64 AÑOS,Servicios Sociales,23178
20210301,Michoacán,Hombre,25 A 44 AÑOS,Servicios Sociales,24380
20210301,Michoacán,Mujer,65 AÑOS Y MAS,Servicios Sociales,929
20210301,Michoacán,Hombre,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",150157
20210301,Michoacán,Hombre,45 A 64 AÑOS,Construcción,50123
20210301,Michoacán,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",2397
20210301,Michoacán,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",1188
20210301,Michoacán,Hombre,25 A 44 AÑOS,Construcción,71704
20210301,Michoacán,Mujer,65 AÑOS Y MAS,Industria Manufacturera,224
20210301,Michoacán,Hombre,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",96634
20210301,Michoacán,Hombre,15 A 24 AÑOS,Construcción,17648
20210301,Michoacán,Mujer,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,1659
20210301,Michoacán,Mujer,65 AÑOS Y MAS,Comercio,5214
20210301,Michoacán,Mujer,25 A 44 AÑOS,Comercio,89664
20210301,Michoacán,Mujer,25 A 44 AÑOS,Servicios Sociales,57207
20210301,Michoacán,Mujer,45 A 64 AÑOS,Gobierno y Organismos Internacionales,10008
20210301,Michoacán,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",185203
20210301,Michoacán,Mujer,15 A 24 AÑOS,Servicios Sociales,6501
20210301,Michoacán,Hombre,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",16344
20210301,Michoacán,Mujer,25 A 44 AÑOS,Industria Manufacturera,52583
20210301,Michoacán,Hombre,15 A 24 AÑOS,Comercio,28641
20210301,Michoacán,Mujer,15 A 24 AÑOS,Servicios Diversos,15902
20210301,Michoacán,Mujer,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,413
20210301,Michoacán,Hombre,45 A 64 AÑOS,Servicios Diversos,15141
20210301,Michoacán,Hombre,15 A 24 AÑOS,Industria Manufacturera,23644
20210301,Michoacán,Hombre,25 A 44 AÑOS,Restaurantes y Servicios de Alojamiento,25397
20210301,Michoacán,Hombre,45 A 64 AÑOS,Industria Manufacturera,47739
20210301,Michoacán,Hombre,15 A 24 AÑOS,Gobierno y Organismos Internacionales,3277
20210301,Michoacán,Hombre,45 A 64 AÑOS,Gobierno y Organismos Internacionales,16269
20210301,Michoacán,Hombre,65 AÑOS Y MAS,Construcción,9930
20210301,Michoacán,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",10751
20210301,Michoacán,Mujer,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,12402
20210301,Michoacán,Mujer,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",5134
20210301,Michoacán,Mujer,15 A 24 AÑOS,Comercio,36603
20210301,Michoacán,Mujer,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",266
20210301,Michoacán,Mujer,25 A 44 AÑOS,Servicios Diversos,58988
20210301,Michoacán,Mujer,45 A 64 AÑOS,Comercio,64178
20210301,Michoacán,Hombre,25 A 44 AÑOS,Gobierno y Organismos Internacionales,16401
20210301,Michoacán,Hombre,65 AÑOS Y MAS,Servicios Diversos,4156
20210301,Michoacán,Mujer,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",17926
20210301,Michoacán,Mujer,45 A 64 AÑOS,Construcción,705
20210301,Michoacán,Mujer,45 A 64 AÑOS,Servicios Diversos,44245
20210301,Michoacán,Hombre,65 AÑOS Y MAS,Servicios Sociales,2554
20210301,Michoacán,Mujer,15 A 24 AÑOS,Construcción,2160
20210301,Michoacán,Hombre,25 A 44 AÑOS,No Especificado,240
20210301,Michoacán,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,217
20210301,Michoacán,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,21469
20210301,Michoacán,Hombre,15 A 24 AÑOS,Servicios Sociales,3162
20210301,Michoacán,Hombre,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,662
20210301,Morelos,Hombre,25 A 44 AÑOS,No Especificado,1021
20210301,Morelos,Mujer,15 A 24 AÑOS,Comercio,16201
20210301,Morelos,Mujer,15 A 24 AÑOS,Gobierno y Organismos Internacionales,677
20210301,Morelos,Mujer,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,1933
20210301,Morelos,Hombre,25 A 44 AÑOS,Industria Manufacturera,31553
20210301,Morelos,Hombre,25 A 44 AÑOS,Servicios Sociales,13984
20210301,Morelos,Mujer,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,5517
20210301,Morelos,Mujer,25 A 44 AÑOS,No Especificado,584
20210301,Morelos,Hombre,25 A 44 AÑOS,Gobierno y Organismos Internacionales,9303
20210301,Morelos,Hombre,45 A 64 AÑOS,Comercio,23650
20210301,Morelos,Mujer,45 A 64 AÑOS,Servicios Diversos,27621
20210301,Morelos,Hombre,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",12805
20210301,Morelos,Hombre,65 AÑOS Y MAS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",14601
20210301,Morelos,Hombre,65 AÑOS Y MAS,Industria Extractiva y de la Electricidad,430
20210301,Morelos,Hombre,65 AÑOS Y MAS,Servicios Diversos,3505
20210301,Morelos,Mujer,15 A 24 AÑOS,Servicios Sociales,5924
20210301,Morelos,Mujer,45 A 64 AÑOS,Construcción,321
20210301,Morelos,Hombre,15 A 24 AÑOS,Servicios Diversos,7167
20210301,Morelos,Hombre,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",4947
20210301,Morelos,Mujer,15 A 24 AÑOS,No Especificado,248
20210301,Morelos,Hombre,65 AÑOS Y MAS,Servicios Sociales,1079
20210301,Morelos,Mujer,15 A 24 AÑOS,Servicios Diversos,5988
20210301,Morelos,Mujer,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",1099
20210301,Morelos,Hombre,65 AÑOS Y MAS,"Transportes, Comunicaciones, Correo y Almacenamiento",1390
20210301,Morelos,Mujer,45 A 64 AÑOS,Industria Manufacturera,7635
20210301,Morelos,Hombre,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",21222
20210301,Morelos,Mujer,15 A 24 AÑOS,Construcción,400
20210301,Morelos,Hombre,45 A 64 AÑOS,Industria Manufacturera,18690
20210301,Morelos,Mujer,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",3073
20210301,Morelos,Mujer,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",505
20210301,Morelos,Mujer,65 AÑOS Y MAS,Comercio,6339
20210301,Morelos,Mujer,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,364
20210301,Morelos,Hombre,15 A 24 AÑOS,Construcción,15799
20210301,Morelos,Hombre,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",14023
20210301,Morelos,Mujer,65 AÑOS Y MAS,Servicios Sociales,926
20210301,Morelos,Hombre,65 AÑOS Y MAS,Construcción,3857
20210301,Morelos,Mujer,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,137
20210301,Morelos,Mujer,25 A 44 AÑOS,Servicios Diversos,29448
20210301,Morelos,Hombre,45 A 64 AÑOS,Construcción,30827
20210301,Morelos,Hombre,45 A 64 AÑOS,Gobierno y Organismos Internacionales,6220
20210301,Morelos,Hombre,45 A 64 AÑOS,Servicios Sociales,7935
20210301,Morelos,Hombre,25 A 44 AÑOS,Industria Extractiva y de la Electricidad,1327
20210301,Morelos,Hombre,45 A 64 AÑOS,Servicios Diversos,15719
20210301,Morelos,Mujer,15 A 24 AÑOS,Industria Manufacturera,4234
20210301,Morelos,Mujer,25 A 44 AÑOS,Servicios Sociales,28819
20210301,Morelos,Mujer,45 A 64 AÑOS,Comercio,32946
20210301,Morelos,Hombre,25 A 44 AÑOS,Servicios Diversos,19673
20210301,Morelos,Hombre,NO ESPECIFICADO,"Servicios Profesionales, Financieros y Corporativos",286
20210301,Morelos,Mujer,25 A 44 AÑOS,Construcción,1034
20210301,Morelos,Mujer,45 A 64 AÑOS,Servicios Sociales,15106
20210301,Morelos,Mujer,25 A 44 AÑOS,Industria Manufacturera,17656
20210301,Morelos,Hombre,15 A 24 AÑOS,Comercio,15191
20210301,Morelos,Hombre,15 A 24 AÑOS,Gobierno y Organismos Internacionales,69
20210301,Morelos,Hombre,15 A 24 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",1623
20210301,Morelos,Hombre,45 A 64 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",17568
20210301,Morelos,Hombre,65 AÑOS Y MAS,Gobierno y Organismos Internacionales,349
20210301,Morelos,Hombre,65 AÑOS Y MAS,Restaurantes y Servicios de Alojamiento,258
20210301,Morelos,Mujer,65 AÑOS Y MAS,Servicios Diversos,3087
20210301,Morelos,Hombre,15 A 24 AÑOS,Restaurantes y Servicios de Alojamiento,5642
20210301,Morelos,Hombre,15 A 24 AÑOS,Servicios Sociales,1262
20210301,Morelos,Hombre,65 AÑOS Y MAS,Comercio,4753
20210301,Morelos,Hombre,65 AÑOS Y MAS,Industria Manufacturera,2509
20210301,Morelos,Mujer,45 A 64 AÑOS,Gobierno y Organismos Internacionales,5539
20210301,Morelos,Mujer,65 AÑOS Y MAS,Industria Manufacturera,933
20210301,Morelos,Hombre,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,9710
20210301,Morelos,Mujer,25 A 44 AÑOS,"Servicios Profesionales, Financieros y Corporativos",13987
20210301,Morelos,Mujer,45 A 64 AÑOS,Restaurantes y Servicios de Alojamiento,14495
20210301,Morelos,Mujer,NO ESPECIFICADO,Restaurantes y Servicios de Alojamiento,203
20210301,Morelos,Hombre,15 A 24 AÑOS,Industria Manufacturera,7644
20210301,Morelos,Hombre,45 A 64 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",18108
20210301,Morelos,Hombre,65 AÑOS Y MAS,"Servicios Profesionales, Financieros y Corporativos",2058
20210301,Morelos,Hombre,25 A 44 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",19439
20210301,Morelos,Hombre,25 A 44 AÑOS,Construcción,39927
20210301,Morelos,Mujer,15 A 24 AÑOS,"Servicios Profesionales, Financieros y Corporativos",2321
20210301,Morelos,Mujer,25 A 44 AÑOS,Comercio,38155
20210301,Morelos,Mujer,25 A 44 AÑOS,"Transportes, Comunicaciones, Correo y Almacenamiento",3089
20210301,Morelos,Hombre,45 A 64 AÑOS,Industria Extractiva y de la Electricidad,1183
20210301,Morelos,Mujer,15 A 24 AÑOS,"Agricultura, Ganadería, Silvicultura, Caza y Pesca",257
20210301,Morelos,Mujer,45 A 64 AÑOS,No Especificado,107
20210301,Morelos,Mujer,45 A 64 AÑOS,"Servicios Profesionales, Financieros y Corporativos",3512
